ID,Positive Event,Total Sends,Total Opens,Unique Opens,Total Clickthroughs,Unique Clickthroughs,Total Page Views,Total Visits,Average Page Time (seconds),Total Page Time (seconds),Total Form Submissions,Title,Job Function,Industry Formula,Region
19683A,0,107,373,1,34,1,2580,899,69.88062016,180292,23,Senior Developer Ops Engineer,Technical Operations,Consumer Product Manufacturing,Americas
19684A,0,39,21,1,0,0,,,,,,Director Architect ure - Infosys @ GAP,Director / Development Manager,Retail,Americas
19685A,0,24,25,1,0,0,,,,,1,0,Architect,Telecommunications,Americas
19686A,0,,,,,,,,,,,Director of IT,Director / Development Manager,Media,Americas
19687A,0,12,0,0,0,0,,,,,,Global IT Director,Director / Development Manager,Computer Hardware,Americas
19688A,1,46,22,1,0,0,34,19,29.29411765,996,5,GS Online Architect,Architect,Telecommunications,EMEA
19689A,1,5,1,1,0,0,,,,,,Distinguished Engineer,Software Developer / Engineer,Telecommunications,Americas
19690A,0,20,57,1,8,1,49,13,42.36734694,2076,7,0,Product / Project Manager,Computer Software,EMEA
19691A,0,52,0,0,0,0,,,,,2,DBA Manager,DBA,Consumer Product Manufacturing,Americas
19692A,0,105,226,1,20,1,399,118,49.46365915,19736,5,Cloud Architect,Architect,Computer Software,Americas
19693A,1,8,0,0,0,0,,,,,,"Director, Database Engineering",Director / Development Manager,Computer Hardware,Americas
19694A,0,11,0,0,0,0,,,,,,AVP of New Application Development,"Business Executive (CEO, COO, CMO, etc.)",Corporate Services,Americas
19695A,0,11,6,1,1,1,5,2,20.8,104,3,Manager,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,APAC
19696A,0,0,39,1,7,1,52,12,48.92307692,2544,7,Vice President - Data Analytics,"Business Executive (CEO, COO, CMO, etc.)",Media,Americas
19697A,1,44,34,1,0,0,14,5,58.85714286,824,,0,Other,Consumer Product Manufacturing,APAC
19698A,1,17,0,0,0,0,,,,,,Sr. Engineering Manager,Software Developer / Engineer,Corporate Services,Americas
19699A,0,49,2,1,0,0,2,1,17.5,35,2,VP of Technology,"IT Executive (CIO, CTO, VP Engineering, etc.)",Media,Americas
19700A,0,69,33,1,1,1,451,95,71.6518847,32315,3,IT Manager,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
19701A,0,7,0,0,0,0,36,8,69.13888889,2489,2,0,Software Developer / Engineer,Computer Hardware,Americas
19702A,0,72,152,1,10,1,251,52,80.00398406,20081,23,IT Team,Product / Project Manager,Corporate Services,Global
19703A,1,108,90,1,6,1,169,42,53.95857988,9119,1,Technical Team Lead,Director / Development Manager,Media,Americas
19704A,0,1,0,0,0,0,,,,,,Client Executive- Bloomberg (InfoSys),"Business Executive (CEO, COO, CMO, etc.)",Media,Americas
19705A,1,4,5,1,0,0,541,218,57.26247689,30979,4,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
19706A,1,41,3,1,0,0,25,2,94.16,2354,2,Development Manager,Director / Development Manager,Computer Software,EMEA
19707A,0,1,0,0,0,0,,,,,,Foreign Currency Exchange,Director / Development Manager,Financial Services,EMEA
19708A,0,1,0,0,0,0,,,,,,Client Executive- Bloomberg (InfoSys),"Business Executive (CEO, COO, CMO, etc.)",Media,Americas
19709A,0,9,1,1,0,0,,,,,,0,Other,Real Estate,Americas
19710A,0,14,18,1,3,1,14,9,36.21428571,507,1,Director/IT at Qualcomm,Director / Development Manager,Telecommunications,Americas
19711A,0,107,150,1,14,1,261,80,39.72796935,10369,11,mr,Architect,Computer Software,EMEA
19712A,0,26,2,1,0,0,,,,,,"SVP, Head of Strategy","IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,Americas
19713A,0,13,0,0,0,0,,,,,,Procurement IT,0,Government,EMEA
19714A,0,55,3,1,0,0,4,2,30.25,121,1,Principle Software Architect,Architect,Telecommunications,Americas
19715A,0,35,11,1,2,1,3,2,0.666666667,2,5,"Director, Systems Architecture and Integration",Director / Development Manager,Hospitals and Healthcare,Americas
19716A,0,21,33,1,1,1,153,27,84.30718954,12899,4,developer,Software Developer / Engineer,Computer Hardware,EMEA
19717A,0,31,66,1,4,1,81,26,49.58024691,4016,,"Business Executive (CEO, COO, CMO, etc.)","Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19718A,1,,,,,,,,,,,Director of IT,Director / Development Manager,Retail,Americas
19719A,0,3,0,0,0,0,,,,,,Head of Transformation Service Delivery,"Business Executive (CEO, COO, CMO, etc.)",Telecommunications,EMEA
19720A,0,17,0,0,0,0,,,,,,Head of Consumer IoT,Director / Development Manager,Telecommunications,EMEA
19721A,0,10,2,1,0,0,,,,,,VP Business Development,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19722A,0,,,,,,,,,,,0,0,Corporate Services,Americas
19723A,0,42,4,1,15,1,31,18,26.87096774,833,3,Information Technology Manager,Director / Development Manager,Food and Beverage,EMEA
19724A,0,15,0,0,0,0,,,,,,"Principal Engineer, Software",Director / Development Manager,Media,Americas
19725A,1,19,29,1,2,1,119,30,50.33613445,5990,3,Development  Manager,0,Computer Software,APAC
19726A,1,,,,,,,,,,,"Manager, Program Management",Director / Development Manager,Corporate Services,APAC
19727A,1,2,4,1,0,0,,,,,,0,Technical Operations,Computer Software,Americas
19728A,0,11,0,0,0,0,,,,,,Global Merchant Partnerships - Credit Cards,Business Development / Alliance Manager,Banks,EMEA
19729A,0,74,0,0,0,0,36,12,69.69444444,2509,4,Director of IT Infrastructure,Director / Development Manager,Computer Software,Americas
19730A,0,,,,,,,,,,,"IT Project Director, Release Train Engineer",Director / Development Manager,Government,APAC
19731A,1,7,0,0,0,0,143,43,64.88811189,9279,1,Software Architect,Architect,Hospitals and Healthcare,Americas
19732A,0,29,12,1,1,1,30,13,27.13333333,814,4,VP of Engineering,"Business Executive (CEO, COO, CMO, etc.)",Corporate Services,Americas
19733A,1,36,4,1,0,0,446,180,64.23766816,28650,2,Founder,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
19734A,0,8,1,1,0,0,,,,,,0,Architect,Corporate Services,Americas
19735A,0,60,39,1,5,1,12,7,50.33333333,604,5,CEO,"Business Executive (CEO, COO, CMO, etc.)",Corporate Services,EMEA
19736A,1,13,0,0,0,0,,,,,,Project Manager,Product / Project Manager,Transportation,Americas
19737A,0,1,3,1,0,0,,,,,,Senior Technical Engineer,Software Developer / Engineer,Computer Software,Americas
19738A,0,27,24,1,0,0,18,4,33.33333333,600,2,Development Manager,Director / Development Manager,Computer Software,Americas
19739A,0,13,0,0,0,0,,,,,,VP- Enterprise Data Architecture,"Business Executive (CEO, COO, CMO, etc.)",Financial Services,Americas
19740A,0,17,0,0,0,0,,,,,,Sr Product Mgr,Product / Project Manager,Corporate Services,Americas
19741A,1,64,59,1,2,1,7,4,2.285714286,16,1,"Director, SFDC Platform + Strategy",Director / Development Manager,Pharmaceuticals and Biotechnology,Americas
19742A,0,22,13,1,2,1,204,29,48.95588235,9987,1,Data Warehouse Architect,Architect,Transportation,Americas
19743A,1,109,69,1,1,1,82,34,87.30487805,7159,2,Technical Lead,DBA,Computer Software,EMEA
19744A,0,2,0,0,0,0,,,,,,Manager IT Service Delivery Z/OS/DB2/DB2 LUW/Teradata/Netezza,"Business Executive (CEO, COO, CMO, etc.)",Retail,Americas
19745A,0,90,137,1,11,1,98,43,46.37755102,4545,4,Head of Digital Hub - Content,Director / Development Manager,Consumer Services,EMEA
19746A,0,31,115,1,2,1,4,2,1.75,7,,DBA,DBA,Computer Software,Americas
19747A,0,28,1,1,0,0,,,,,,Software Engineer,Software Developer / Engineer,Computer Software,Americas
19748A,0,35,128,1,17,1,175,69,79.43428571,13901,19,Applications Architect,Architect,Hospitals and Healthcare,Americas
19749A,0,30,39,1,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Retail,EMEA
19750A,0,50,25,1,6,1,309,86,60.65048544,18741,2,CIO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Consumer Product Manufacturing,Americas
19751A,0,,,,,,,,,,,-,"IT Executive (CIO, CTO, VP Engineering, etc.)",Financial Services,EMEA
19752A,1,78,102,1,1,1,1,1,0,0,,CTO,0,Electronics,Americas
19753A,0,42,3,1,0,0,,,,,,Director II,Director / Development Manager,Insurance,Americas
19754A,1,92,19,1,0,0,,,,,2,Power Systems ISV Strategy and Business Development,Director / Development Manager,Corporate Services,Americas
19755A,0,30,7,1,2,1,157,42,83.91082803,13174,6,0,Software Developer / Engineer,Holding Companies,EMEA
19756A,0,51,5,1,0,0,,,,,,Architect,Architect,Electronics,Americas
19757A,1,20,0,0,0,0,,,,,,Senior Sw Manager,Software Developer / Engineer,Telecommunications,EMEA
19758A,0,1,0,0,0,0,,,,,,Director,Director / Development Manager,Telecommunications,Americas
19759A,0,3,10,1,3,1,13,5,32.38461538,421,2,0,Other,Hospitals and Healthcare,Americas
19760A,1,2,0,0,0,0,,,,,,Head of Data Architecture,Director / Development Manager,Telecommunications,EMEA
19761A,0,93,228,1,42,1,90,64,21.36666667,1923,2,Operations,0,Media,Americas
19762A,1,45,150,1,1,1,4,3,17.5,70,1,Head - Strategy and Business Development,Director / Development Manager,Computer Software,APAC
19763A,0,67,418,1,6,1,736,162,62.29755435,45851,,DBA,Architect,Corporate Services,Americas
19764A,0,4,2,1,0,0,49,17,73.69387755,3611,2,0,Director / Development Manager,0,Americas
19765A,0,10,3,1,1,1,20,6,77.55,1551,4,IT Business Partner,Business Development / Alliance Manager,Food and Beverage,EMEA
19766A,0,1,0,0,0,0,,,,,,Technical Archtiect,Architect,"Civic, Non-Profit and Membership Groups",Americas
19767A,0,0,35,1,4,1,4,2,53.75,215,5,0,Data Scientist,Holding Companies,EMEA
19768A,0,31,1,1,0,0,,,,,,Managing Director: ICG Infrastructure Manager,Director / Development Manager,Financial Services,EMEA
19769A,0,29,5,1,0,0,41,6,40.17073171,1647,1,0,Software Developer / Engineer,Insurance,Americas
19770A,0,10,0,0,0,0,,,,,,"Sr. Manager, Database Administration",Director / Development Manager,Telecommunications,Americas
19771A,1,,,,,,,,,,,0,Director / Development Manager,Computer Software,Americas
19772A,1,39,0,0,0,0,199,28,39.88442211,7937,29,0,Architect,Corporate Services,EMEA
19773A,0,54,0,0,0,0,24,11,13.83333333,332,2,License management,DBA,Transportation,EMEA
19774A,0,70,131,1,5,1,617,159,73.62560778,45427,2,Developer,Software Developer / Engineer,"Civic, Non-Profit and Membership Groups",EMEA
19775A,1,20,4,1,0,0,,,,,,Head of Sector,"IT Executive (CIO, CTO, VP Engineering, etc.)",Government,EMEA
19776A,0,147,1688,1,40,1,1236,551,44.45711974,54949,22,Member Technical Staff 2 Database Administrator,DBA,Consumer Services,Americas
19777A,0,30,8,1,0,0,,,,,1,0,Architect,Industrial Manufacturing and Services,APAC
19778A,0,,,,,,,,,,,0,0,Government,Americas
19779A,1,1,0,0,0,0,,,,,,Procurement Manager,Other,Insurance,APAC
19780A,0,40,37,1,0,0,90,46,67.42222222,6068,2,Director,"IT Executive (CIO, CTO, VP Engineering, etc.)",Telecommunications,APAC
19781A,1,4,0,0,0,0,,,,,,Dir DevOps,Director / Development Manager,Insurance,Americas
19782A,0,50,1,1,3,1,729,159,60.9478738,44431,25,DBA,DBA,Banks,EMEA
19783A,0,37,46,1,5,1,1376,539,69.41206395,95511,15,SMTS,Software Developer / Engineer,Computer Software,APAC
19784A,0,89,206,1,31,1,1264,422,59.59651899,75330,3,0,0,Unclassified,Americas
19785A,0,16,2,1,0,0,,,,,,CIO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,EMEA
19786A,0,26,0,0,0,0,,,,,,0,Other,Computer Software,Americas
19787A,0,41,79,1,1,1,15,4,66.73333333,1001,2,0,Software Developer / Engineer,Construction and Building Materials,EMEA
19788A,1,5,4,1,1,1,1,1,0,0,1,Cloud & Hosting Sourcing Manager,Software Developer / Engineer,Computer Hardware,APAC
19789A,0,36,0,0,0,0,,,,,,Software Developer Integrator III,Software Developer / Engineer,Insurance,Americas
19790A,0,119,28,1,3,1,640,156,67.678125,43314,5,DBA Manager (Gilt & HBC),0,Retail,Americas
19791A,1,10,2,1,0,0,,,,,,VP Business Development,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19792A,0,44,11,1,8,1,63,9,34.66666667,2184,8,Principal IT Architect - IT Platform Strategy & Design,Director / Development Manager,Energy and Environmental,Americas
19793A,0,17,27,1,2,1,759,166,96.42160738,73184,,Sr. Reengineering Analyst,Software Developer / Engineer,Hospitals and Healthcare,Americas
19794A,0,45,93,1,6,1,74,44,39.74324324,2941,1,VP of Software Engineering,0,Real Estate Services,Americas
19795A,0,16,0,0,0,0,,,,,,0,"Business Executive (CEO, COO, CMO, etc.)",Transportation,EMEA
19796A,0,21,0,0,1,1,90,40,40.34444444,3631,2,Global Head Engineering CMB,"IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,EMEA
19797A,0,18,42,1,8,1,43,15,33.46511628,1439,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Global
19798A,0,16,0,0,0,0,,,,,,0,"Business Executive (CEO, COO, CMO, etc.)",Transportation,EMEA
19799A,0,3,5,1,0,0,,,,,,Vice President of Technologies,"Business Executive (CEO, COO, CMO, etc.)",Retail,Americas
19800A,0,11,0,0,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Telecommunications,APAC
19801A,0,74,170,1,7,1,828,404,72.62198068,60131,8,SRE,0,Media,Americas
19802A,1,16,0,0,0,0,,,,,,0,"Business Executive (CEO, COO, CMO, etc.)",Transportation,EMEA
19803A,0,93,259,1,22,1,813,178,118.3862239,96248,9,DBA,DBA,"Leisure, Sports and Recreation",Americas
19804A,1,45,150,1,1,1,4,3,17.5,70,1,Head - Strategy and Business Development,Director / Development Manager,Computer Software,APAC
19805A,1,1,0,0,0,0,,,,,,Contract Specialist,0,Government,Americas
19806A,0,2,0,0,0,0,15,8,52.13333333,782,1,0,Technical Operations,Financial Services,Americas
19807A,0,,,,,,,,,,,0,0,Computer Software,Americas
19808A,1,20,18,1,0,0,7,3,29.57142857,207,1,Director Enterprise Architecture,"IT Executive (CIO, CTO, VP Engineering, etc.)",Transportation,Americas
19809A,0,35,37,1,0,0,,,,,,Senior DBA,DBA,Telecommunications,EMEA
19810A,0,29,40,1,4,1,266,105,60.2556391,16028,4,Engineering Manager,Director / Development Manager,Computer Software,Americas
19811A,0,36,0,0,0,0,67,17,66.58208955,4461,13,Unknown,Technical Operations,Computer Software,Americas
19812A,1,7,0,0,0,0,,,,,,App Dev Director,Director / Development Manager,Insurance,Americas
19813A,0,68,235,1,3,1,78,28,85.41025641,6662,3,Director Program Management Office,0,Banks,EMEA
19814A,0,68,235,1,3,1,78,28,85.41025641,6662,3,Director Program Management Office,0,Banks,EMEA
19815A,0,24,44,1,2,1,63,13,41.55555556,2618,16,"Group Leader, Data Acquisition, Management and Analysis",Director / Development Manager,Corporate Services,Americas
19816A,0,44,8,1,1,1,37,15,38.45945946,1423,2,0,Architect,Computer Hardware,Americas
19817A,0,1,0,0,0,0,,,,,,Security Lead,Director / Development Manager,Unclassified,Americas
19818A,1,170,703,1,76,1,2296,687,50.99738676,117090,60,Sysadmin,DBA,Transportation,EMEA
19819A,0,17,12,1,0,0,,,,,,Director Architecture EIM,Director / Development Manager,Telecommunications,APAC
19820A,0,22,5,1,0,0,,,,,,Architecte,Architect,Banks,EMEA
19821A,0,49,93,1,23,1,237,78,45.23628692,10721,18,"Staff Software Engineer, Quality",Software Developer / Engineer,Financial Services,Americas
19822A,0,37,0,0,0,0,59,13,61.66101695,3638,2,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
19823A,0,42,2,1,0,0,,,,,,MySQL-Mongo DBA,Technical Operations,Banks,EMEA
19824A,0,118,364,1,5,1,1486,625,49.57133244,73663,,Sr Dir SaaS Ops,Director / Development Manager,Computer Software,Americas
19825A,0,42,71,1,4,1,21,6,28.19047619,592,5,0,DBA,Industrial Manufacturing and Services,EMEA
19826A,0,24,4,1,1,1,1,1,0,0,,Infosys CSG for Gap,Technical Operations,Retail,Americas
19827A,0,27,3,1,0,0,103,34,65.10679612,6706,8,Technical Director,Director / Development Manager,Corporate Services,APAC
19828A,0,,,,,,,,,,,"Managing Director, Enterprise Data & Business Intelligence",Director / Development Manager,Insurance,Americas
19829A,0,6,5,1,0,0,,,,,,Director of Technology,Director / Development Manager,Corporate Services,Americas
19830A,0,15,3,1,0,0,,,,,,Managing Partner,Business Development / Alliance Manager,Government,Americas
19831A,0,41,6,1,0,0,,,,,,Senior Software Engineer,Software Developer / Engineer,Construction and Building Materials,EMEA
19832A,0,19,75,1,1,1,44,14,28.95454545,1274,4,0,Software Developer / Engineer,Transportation,Americas
19833A,0,26,37,1,2,1,4,3,25.25,101,2,"Director, Cloud Technology",Director / Development Manager,Financial Services,Americas
19834A,0,36,2,1,1,1,1,1,0,0,8,Technical Area Liaison,Director / Development Manager,Government,Americas
19835A,0,16,0,0,0,0,91,9,51.10989011,4651,8,0,Architect,Aerospace and Defense,Americas
19836A,0,16,4,1,0,0,,,,,,"Manager, Digital Marketing Strategy",Director / Development Manager,Banks,Americas
19837A,1,22,3,1,1,1,1,1,0,0,,Sr Manager Database Administration,Director / Development Manager,Financial Services,Americas
19838A,0,2,0,0,0,0,,,,,,Head of Application Development,Director / Development Manager,Insurance,EMEA
19839A,1,62,10,1,0,0,,,,,,Manager Open Systems Databases,Software Developer / Engineer,Transportation,EMEA
19840A,1,,,,,,,,,,,"Sr. Program Manager, Xbox Research & Development",0,Computer Software,Americas
19841A,0,29,52,1,1,1,840,338,63.31547619,53185,1,Software Developer / Engineer,Software Developer / Engineer,Industrial Manufacturing and Services,Americas
19842A,0,17,0,0,0,0,,,,,,Project Leader for APS & Quality,Other,Consumer Product Manufacturing,EMEA
19843A,0,,,,,,,,,,,Computer Programmer,Software Developer / Engineer,Government,Americas
19844A,0,19,8,1,1,1,14,6,48.64285714,681,1,0,Business Analyst,Hospitals and Healthcare,Americas
19845A,0,42,51,1,0,0,127,35,143.8425197,18268,5,Technical Architect,Architect,Computer Software,APAC
19846A,0,,,,,,,,,,,CIO,Director / Development Manager,Media,Americas
19847A,0,2,0,0,0,0,,,,,,Head of Data Architecture,Director / Development Manager,Telecommunications,EMEA
19848A,0,40,123,1,2,1,6,2,10,60,,Chief Executive Officer,"Business Executive (CEO, COO, CMO, etc.)",0,APAC
19849A,0,47,24,1,1,1,12,6,27.08333333,325,,"Director, Technical R&D, Real-Time Systems",Director / Development Manager,Telecommunications,Americas
19850A,0,69,15,1,7,1,275,89,44.78181818,12315,10,Vice President,"Business Executive (CEO, COO, CMO, etc.)",Financial Services,Americas
19851A,1,92,38,1,2,1,4,2,1.5,6,,Manager -Global Database and SAP Basis Services,0,Computer Software,Americas
19852A,0,23,2,1,0,0,1,1,272,272,1,Vice President,"Business Executive (CEO, COO, CMO, etc.)",Energy and Environmental,Americas
19853A,0,71,54,1,6,1,46,28,28.32608696,1303,6,Senior Technology Architect,Architect,Banks,EMEA
19854A,0,35,11,1,0,0,,,,,1,AWS Architect,Software Developer / Engineer,Computer Software,EMEA
19855A,0,7,14,1,0,0,,,,,,Strategic Partnerships Lead,Business Development / Alliance Manager,Consumer Product Manufacturing,APAC
19856A,1,24,2,1,0,0,40,13,59.775,2391,4,Technical Lead,Software Developer / Engineer,Government,Americas
19857A,1,92,38,1,2,1,4,2,1.5,6,,Manager -Global Database and SAP Basis Services,0,Computer Software,Americas
19858A,1,1,0,0,0,0,,,,,,CFO & VP of Operations,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
19859A,1,,,,,,,,,,,Project Manager,Product / Project Manager,Banks,Americas
19860A,0,16,196,1,4,1,690,164,46.98695652,32421,3,Sr. Software Engineer,0,Retail,Americas
19861A,0,25,4,1,0,0,,,,,,0,0,Computer Software,Americas
19862A,0,46,14,1,0,0,5,2,53,265,,Vendor Mgt,Other,Media,Americas
19863A,0,89,156,1,8,1,48,28,78.60416667,3773,2,Database Architect - EADP Infrastructure & Operations,Architect,Computer Software,Americas
